Rightsholder,Post URL,Platform,Account,Date,Format,Account Type,Sponsor,Placement,Start Timestamp,Stop Timestamp,Comments,Shares,Duration,Clarity,Size of Sponsor,Placement of Sponsor,Prominence,Visibility,30 Second Cost,Media Broadcast URL
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:08:42,0:08:51,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:09:04,0:09:06,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:09:31,0:09:34,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:09:37,0:09:42,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:09:58,0:10:04,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:10:13,0:10:19,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:10:22,0:10:31,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:10:36,0:10:38,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:10:39,0:10:45,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:10:47,0:10:56,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:11:07,0:11:10,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:11:19,0:11:23,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:11:36,0:11:46,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:11:53,0:12:06,,,13,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:13:00,0:13:03,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:13:04,0:13:11,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:13:17,0:13:21,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:13:32,0:13:34,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:14:08,0:14:13,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:14:20,0:14:23,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:14:36,0:14:54,,,18,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:15:51,0:16:02,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:16:05,0:16:14,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:16:17,0:16:23,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:16:29,0:16:30,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:16:32,0:16:36,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:16:42,0:16:46,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:16:49,0:17:00,,,11,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:17:01,0:17:06,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:17:26,0:17:33,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:17:47,0:17:51,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:18:08,0:18:13,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:18:59,0:19:18,,,19,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:19:21,0:19:25,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:22:38,0:22:39,,,1,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:22:44,0:22:59,,,15,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:23:00,0:23:11,,,11,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:23:34,0:23:45,,,11,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:23:54,0:23:58,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:24:01,0:24:26,,,25,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:24:29,0:24:34,,,5,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:24:37,0:24:41,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:24:44,0:24:56,,,12,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:25:08,0:25:12,,,4,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:25:23,0:25:30,,,7,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:25:41,0:25:47,,,6,Difficult to Read,0-1%,Top/Bottom/Sides,Background,80%+,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:25:51,0:25:56,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:26:10,0:26:26,,,16,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:26:37,0:26:44,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:26:47,0:27:00,,,13,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:27:02,0:27:07,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:27:10,0:27:17,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:29:04,0:29:12,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:29:21,0:29:31,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:29:44,0:29:47,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:29:50,0:29:55,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:30:02,0:30:10,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:30:46,0:30:52,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:30:53,0:30:58,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:31:08,0:31:58,,,50,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:32:05,0:32:07,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:32:26,0:32:30,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:32:34,0:32:35,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:32:57,0:33:02,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:09,0:33:13,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:20,0:33:22,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:36,0:33:38,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:39,0:33:41,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:43,0:33:45,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:47,0:33:51,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:33:57,0:33:59,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:34:05,0:34:07,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:34:11,0:34:30,,,19,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:34:32,0:34:35,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:34:39,0:34:50,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:35:04,0:35:09,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:35:26,0:35:39,,,13,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:35:42,0:35:51,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:35:54,0:36:06,,,12,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:36:09,0:36:15,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:36:29,0:36:39,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:36:42,0:37:06,,,24,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:37:09,0:37:17,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:37:20,0:37:24,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:37:46,0:37:48,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:38:28,0:38:40,,,12,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:38:42,0:38:51,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:38:54,0:38:59,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:39:31,0:39:34,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:39:39,0:39:47,,,8,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:39:48,0:39:55,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:40:02,0:40:06,,,4,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:40:09,0:40:20,,,11,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:40:57,0:41:15,,,18,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:41:41,0:42:06,,,25,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:42:27,0:42:28,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:42:38,0:42:53,,,15,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:42:58,0:43:05,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,0:48:12,0:48:13,,,1,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:01:42,1:01:49,,,7,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:01:57,1:02:13,,,16,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:02:21,1:02:42,,,21,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:03:21,1:03:31,,,10,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:03:39,1:03:42,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:03:46,1:03:55,,,9,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:04:01,1:04:03,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:04:06,1:04:29,,,23,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:04:33,1:04:52,,,19,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:04:57,1:05:00,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:05:03,1:05:09,,,6,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:05:29,1:05:31,,,2,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:05:35,1:05:40,,,5,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
Tampa Bay Lightning,Montreal Canadians @ Tampa Bay Lightning,Broadcast,FS-Sun,3/10/2018,Video,O&O,Chase,Static Dasherboard,1:05:43,1:05:46,,,3,Blurry,1-5%,Top/Bottom/Sides,Background,50-80%,,
